id,mine_id,borehole_id,latitude,longitude,depth_m,mn_grade_percent,fe_grade_percent,sio2_percent,p_percent,bulk_density_t_m3,rock_type,formation,core_recovery_percent,drill_date
287,8,BH-SIT-017,21.657649,79.665099,42.8,41.04,6.88,14.69,0.159,3.76,Manganiferous Quartzite,Chorbaoli Formation (Quartzite/Schist),86.4,2025-08-14
288,8,BH-SIT-018,21.666263,79.664727,110.2,31.89,9.63,20.11,0.164,3.41,Quartz-Muscovite Schist (Hanging Wall),Bichua Formation (Dolomitic Marble),90.8,2022-12-07
289,8,BH-SIT-019,21.669268,79.683404,48.5,41.98,7.34,12.56,0.136,3.67,Psilomelane-Pyrolusite Matrix,Chorbaoli Formation (Quartzite/Schist),92.8,2022-07-06
290,8,BH-SIT-020,21.665734,79.65343,148.6,31.47,9.54,17.54,0.193,3.43,Psilomelane-Pyrolusite Matrix,Bichua Formation (Dolomitic Marble),94.8,2022-04-04
291,8,BH-SIT-021,21.661221,79.657739,66.7,40.71,8.01,16.21,0.155,3.61,Quartz-Muscovite Schist (Hanging Wall),Lohangi Formation (Pink Calcite Marble & Calc-Granulite),92.8,2025-08-16
292,8,BH-SIT-022,21.678885,79.668879,142.8,32.25,11.55,17.38,0.216,3.47,Calc-Silicate Granulite (Footwall),Bichua Formation (Dolomitic Marble),86.5,2024-11-02
293,8,BH-SIT-023,21.680792,79.659423,37.2,44.04,9.31,9.91,0.114,3.75,Psilomelane-Pyrolusite Matrix,Bichua Formation (Dolomitic Marble),94.2,2021-04-27
294,8,BH-SIT-024,21.674633,79.672261,180.1,32.38,12.16,15.12,0.142,3.37,Manganiferous Quartzite,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),96.5,2023-04-09
295,8,BH-SIT-025,21.667914,79.676923,94.6,42.16,8.92,11.98,0.144,3.7,Lateritic Manganese Capping,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),90.1,2025-09-28
296,8,BH-SIT-026,21.67534,79.674774,49.8,37.1,9.29,13.38,0.147,3.68,Calc-Silicate Granulite (Footwall),Chorbaoli Formation (Quartzite/Schist),97.2,2022-11-19
297,8,BH-SIT-027,21.669748,79.665362,149.2,30.74,13.0,19.47,0.154,3.5,Braunite-Gondite Ore,Sitasaongi Formation (Quartz-Muscovite Schist),82.9,2024-07-23
298,8,BH-SIT-028,21.679897,79.662407,134.6,30.61,12.64,17.99,0.183,3.37,Manganiferous Quartzite,Sitasaongi Formation (Quartz-Muscovite Schist),82.9,2025-10-16
299,8,BH-SIT-029,21.679713,79.65516,45.9,40.68,8.93,17.49,0.16,3.72,Braunite-Gondite Ore,Sitasaongi Formation (Quartz-Muscovite Schist),87.3,2021-12-29
300,8,BH-SIT-030,21.669413,79.654371,79.2,39.65,10.54,14.86,0.166,3.79,Braunite-Gondite Ore,Chorbaoli Formation (Quartzite/Schist),91.8,2024-07-21
301,8,BH-SIT-031,21.680779,79.675914,103.0,34.57,11.53,18.67,0.167,3.51,Calc-Silicate Granulite (Footwall),Chorbaoli Formation (Quartzite/Schist),82.3,2021-01-09
302,8,BH-SIT-032,21.662475,79.669859,143.5,24.98,14.02,22.0,0.169,3.33,Psilomelane-Pyrolusite Matrix,Mansar Formation (Main Mn Ore Horizon),95.2,2022-09-03
303,8,BH-SIT-033,21.684528,79.666313,209.4,25.03,14.39,18.84,0.164,3.28,Psilomelane-Pyrolusite Matrix,Chorbaoli Formation (Quartzite/Schist),97.2,2025-07-21
304,8,BH-SIT-034,21.669896,79.65475,97.7,36.68,10.52,18.37,0.188,3.68,Manganiferous Quartzite,Mansar Formation (Main Mn Ore Horizon),88.0,2024-08-04
305,8,BH-SIT-035,21.673498,79.663671,67.4,39.23,9.36,17.0,0.162,3.63,Quartz-Muscovite Schist (Hanging Wall),Mansar Formation (Main Mn Ore Horizon),90.8,2023-08-30
306,8,BH-SIT-036,21.652302,79.667398,158.9,29.16,13.17,21.51,0.195,3.4,Calc-Silicate Granulite (Footwall),Bichua Formation (Dolomitic Marble),93.2,2023-05-08
307,8,BH-SIT-037,21.655858,79.658135,185.3,31.45,13.11,18.5,0.173,3.5,Calc-Silicate Granulite (Footwall),Chorbaoli Formation (Quartzite/Schist),87.7,2023-04-20
308,8,BH-SIT-038,21.660569,79.648766,75.5,40.96,10.26,14.08,0.167,3.86,Lateritic Manganese Capping,Mansar Formation (Main Mn Ore Horizon),96.5,2025-09-07
309,8,BH-SIT-039,21.671863,79.66511,132.7,26.35,13.68,20.27,0.163,3.3,Manganiferous Quartzite,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),89.4,2021-07-24
310,8,BH-SIT-040,21.664003,79.652839,181.7,23.05,16.27,19.12,0.149,3.35,Braunite-Gondite Ore,Mansar Formation (Main Mn Ore Horizon),95.6,2024-09-20
311,8,BH-SIT-041,21.661005,79.652765,147.7,28.07,15.26,20.74,0.167,3.37,Quartz-Muscovite Schist (Hanging Wall),Sitasaongi Formation (Quartz-Muscovite Schist),86.3,2023-03-01
312,8,BH-SIT-042,21.653437,79.674818,156.4,27.37,12.0,19.94,0.179,3.33,Psilomelane-Pyrolusite Matrix,Mansar Formation (Main Mn Ore Horizon),88.7,2024-04-24
313,8,BH-SIT-043,21.680345,79.674849,113.9,32.96,10.91,14.77,0.135,3.37,Psilomelane-Pyrolusite Matrix,Sitasaongi Formation (Quartz-Muscovite Schist),96.7,2021-08-20
314,8,BH-SIT-044,21.679927,79.66756,197.0,24.86,13.64,21.05,0.171,3.29,Lateritic Manganese Capping,Bichua Formation (Dolomitic Marble),93.6,2022-04-04
315,8,BH-SIT-045,21.657616,79.661114,215.5,26.81,12.47,17.17,0.158,3.44,Lateritic Manganese Capping,Sitasaongi Formation (Quartz-Muscovite Schist),84.4,2025-08-20
316,8,BH-SIT-046,21.679225,79.679334,129.5,35.0,11.2,16.2,0.153,3.5,Psilomelane-Pyrolusite Matrix,Mansar Formation (Main Mn Ore Horizon),94.0,2022-10-19
317,8,BH-SIT-047,21.665194,79.677512,64.4,40.71,8.9,14.12,0.184,3.63,Quartz-Muscovite Schist (Hanging Wall),Mansar Formation (Main Mn Ore Horizon),95.7,2023-07-05
318,8,BH-SIT-048,21.649957,79.668435,79.8,40.78,10.92,13.29,0.173,3.69,Braunite-Gondite Ore,Bichua Formation (Dolomitic Marble),97.4,2024-07-29
319,9,BH-TIR-001,21.695451,79.727007,197.5,27.76,12.45,17.93,0.17,3.43,Calc-Silicate Granulite (Footwall),Bichua Formation (Dolomitic Marble),89.6,2024-09-07
320,9,BH-TIR-002,21.677841,79.737868,89.5,39.08,8.98,14.65,0.156,3.63,Manganiferous Quartzite,Bichua Formation (Dolomitic Marble),90.4,2024-12-08
321,9,BH-TIR-003,21.672109,79.719403,36.8,43.49,7.24,13.72,0.125,3.69,Quartz-Muscovite Schist (Hanging Wall),Chorbaoli Formation (Quartzite/Schist),89.3,2025-05-20
322,9,BH-TIR-004,21.689253,79.719492,54.1,44.6,6.67,14.51,0.183,3.8,Quartz-Muscovite Schist (Hanging Wall),Sitasaongi Formation (Quartz-Muscovite Schist),92.5,2023-10-30
323,9,BH-TIR-005,21.683356,79.748218,42.6,39.03,9.52,18.45,0.18,3.69,Psilomelane-Pyrolusite Matrix,Bichua Formation (Dolomitic Marble),84.8,2025-07-28
324,9,BH-TIR-006,21.678904,79.750318,41.3,39.47,8.13,15.82,0.177,3.58,Lateritic Manganese Capping,Chorbaoli Formation (Quartzite/Schist),86.4,2022-12-04
325,9,BH-TIR-007,21.69031,79.746041,214.0,29.68,12.69,16.26,0.177,3.41,Lateritic Manganese Capping,Bichua Formation (Dolomitic Marble),92.1,2022-02-16
326,9,BH-TIR-008,21.69063,79.750162,58.0,41.81,8.22,10.51,0.156,3.68,Psilomelane-Pyrolusite Matrix,Bichua Formation (Dolomitic Marble),90.7,2024-07-28
327,9,BH-TIR-009,21.691979,79.745346,81.1,45.73,8.11,9.1,0.146,3.76,Manganiferous Quartzite,Sitasaongi Formation (Quartz-Muscovite Schist),94.9,2023-12-07
328,9,BH-TIR-010,21.693335,79.750463,36.8,38.92,9.26,14.89,0.172,3.66,Lateritic Manganese Capping,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),84.3,2021-05-08
329,9,BH-TIR-011,21.691678,79.74619,156.6,31.83,13.74,20.91,0.18,3.59,Lateritic Manganese Capping,Bichua Formation (Dolomitic Marble),88.2,2023-11-13
330,9,BH-TIR-012,21.679008,79.749497,175.8,34.75,11.18,14.95,0.134,3.38,Lateritic Manganese Capping,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),97.5,2021-04-21
331,9,BH-TIR-013,21.690423,79.738371,17.7,37.72,11.6,15.73,0.12,3.69,Calc-Silicate Granulite (Footwall),Bichua Formation (Dolomitic Marble),93.8,2022-02-07
332,9,BH-TIR-014,21.671787,79.721313,174.1,26.99,14.34,19.52,0.182,3.46,Calc-Silicate Granulite (Footwall),Mansar Formation (Main Mn Ore Horizon),88.0,2023-05-28
333,9,BH-TIR-015,21.666494,79.748487,72.2,44.24,8.55,12.2,0.149,3.58,Calc-Silicate Granulite (Footwall),Mansar Formation (Main Mn Ore Horizon),94.4,2024-07-04
334,9,BH-TIR-016,21.693281,79.726499,141.2,35.98,9.75,14.03,0.138,3.53,Psilomelane-Pyrolusite Matrix,Chorbaoli Formation (Quartzite/Schist),90.3,2025-05-30
335,9,BH-TIR-017,21.678045,79.72292,118.6,35.75,11.31,16.98,0.17,3.57,Calc-Silicate Granulite (Footwall),Bichua Formation (Dolomitic Marble),89.6,2024-02-24
336,9,BH-TIR-018,21.697618,79.737149,183.9,33.62,11.4,16.84,0.152,3.43,Calc-Silicate Granulite (Footwall),Chorbaoli Formation (Quartzite/Schist),97.3,2024-10-29
337,9,BH-TIR-019,21.683663,79.742794,196.6,27.86,14.54,20.51,0.181,3.37,Calc-Silicate Granulite (Footwall),Bichua Formation (Dolomitic Marble),89.1,2021-03-31
338,9,BH-TIR-020,21.700035,79.742895,75.8,43.73,7.39,11.03,0.155,3.77,Calc-Silicate Granulite (Footwall),Mansar Formation (Main Mn Ore Horizon),92.0,2022-03-08
339,9,BH-TIR-021,21.7002,79.742963,152.4,34.14,8.7,15.89,0.164,3.4,Lateritic Manganese Capping,Mansar Formation (Main Mn Ore Horizon),94.0,2021-11-11
340,9,BH-TIR-022,21.674125,79.717592,19.9,37.23,10.02,14.76,0.168,3.62,Psilomelane-Pyrolusite Matrix,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),88.5,2023-07-13
341,9,BH-TIR-023,21.692271,79.736138,144.2,33.93,11.23,15.7,0.137,3.44,Lateritic Manganese Capping,Mansar Formation (Main Mn Ore Horizon),87.7,2023-10-27
342,9,BH-TIR-024,21.680812,79.72928,36.8,38.47,9.92,13.2,0.182,3.69,Lateritic Manganese Capping,Mansar Formation (Main Mn Ore Horizon),89.6,2023-12-29
343,9,BH-TIR-025,21.696987,79.749809,60.1,43.97,5.79,13.09,0.139,3.71,Lateritic Manganese Capping,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),97.3,2021-01-23
344,9,BH-TIR-026,21.684393,79.749147,128.5,35.12,10.18,15.88,0.187,3.55,Manganiferous Quartzite,Chorbaoli Formation (Quartzite/Schist),94.0,2025-01-26
345,9,BH-TIR-027,21.672052,79.721585,85.5,40.54,9.93,12.69,0.151,3.7,Calc-Silicate Granulite (Footwall),Mansar Formation (Main Mn Ore Horizon),95.6,2024-01-30
346,9,BH-TIR-028,21.691177,79.732595,109.6,44.72,6.74,11.42,0.157,3.79,Manganiferous Quartzite,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),84.1,2024-09-04
347,9,BH-TIR-029,21.69002,79.720542,63.1,44.02,8.36,12.91,0.174,3.7,Calc-Silicate Granulite (Footwall),Lohangi Formation (Pink Calcite Marble & Calc-Granulite),94.9,2023-05-28
348,9,BH-TIR-030,21.675016,79.727997,49.6,46.3,6.37,14.08,0.148,3.7,Lateritic Manganese Capping,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),96.0,2023-08-06
349,9,BH-TIR-031,21.694808,79.747143,106.3,41.09,7.48,15.52,0.177,3.74,Psilomelane-Pyrolusite Matrix,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),93.7,2024-07-07
350,9,BH-TIR-032,21.686004,79.729641,30.7,41.1,9.06,13.66,0.149,3.69,Calc-Silicate Granulite (Footwall),Chorbaoli Formation (Quartzite/Schist),96.5,2024-02-04
351,9,BH-TIR-033,21.686282,79.745914,68.4,46.83,6.09,10.35,0.137,3.69,Psilomelane-Pyrolusite Matrix,Sitasaongi Formation (Quartz-Muscovite Schist),90.0,2021-07-05
352,9,BH-TIR-034,21.687161,79.721026,96.3,45.56,5.65,11.46,0.17,3.68,Calc-Silicate Granulite (Footwall),Chorbaoli Formation (Quartzite/Schist),89.1,2022-01-02
