id,mine_id,date,rainfall_mm,temperature_max_c,temperature_min_c,humidity_percent,soil_moisture_index,wind_speed_kmh
4913,6,2024-02-12,4.5,32.9,18.9,66.9,0.186,13.5
4914,6,2024-02-13,0.0,36.8,24.0,58.3,0.267,13.6
4915,6,2024-02-14,0.0,35.3,19.4,69.1,0.246,16.6
4916,6,2024-02-15,0.0,32.6,22.4,51.0,0.322,12.0
4917,6,2024-02-16,0.0,34.1,23.9,53.9,0.203,9.8
4918,6,2024-02-17,0.0,34.2,20.8,49.4,0.216,17.6
4919,6,2024-02-18,0.0,33.5,18.1,48.1,0.182,10.7
4920,6,2024-02-19,0.0,33.9,23.2,58.7,0.25,13.5
4921,6,2024-02-20,0.0,32.9,23.5,69.1,0.335,12.4
4922,6,2024-02-21,0.0,36.2,19.9,50.6,0.187,22.9
4923,6,2024-02-22,0.0,33.8,23.8,65.4,0.323,16.4
4924,6,2024-02-23,0.0,38.0,22.9,65.1,0.228,12.1
4925,6,2024-02-24,0.0,32.3,19.8,52.6,0.305,6.3
4926,6,2024-02-25,0.0,37.2,23.0,55.8,0.255,17.8
4927,6,2024-02-26,0.0,36.9,23.2,47.9,0.343,14.7
4928,6,2024-02-27,0.0,34.0,23.0,52.7,0.195,14.1
4929,6,2024-02-28,0.0,37.9,20.2,60.7,0.347,21.0
4930,6,2024-02-29,2.2,35.4,23.8,51.7,0.204,12.3
4931,6,2024-03-01,0.0,32.6,21.8,69.5,0.347,18.0
4932,6,2024-03-02,0.0,37.2,18.9,62.8,0.239,16.2
4933,6,2024-03-03,0.0,35.3,18.2,51.1,0.194,13.2
4934,6,2024-03-04,0.0,35.8,18.4,60.7,0.188,11.1
4935,6,2024-03-05,0.0,32.6,20.1,60.9,0.257,13.4
4936,6,2024-03-06,0.0,37.9,24.0,56.4,0.238,6.2
4937,6,2024-03-07,0.0,34.9,18.1,67.1,0.304,15.8
4938,6,2024-03-08,0.0,34.4,21.1,45.7,0.253,12.8
4939,6,2024-03-09,0.0,36.7,18.5,66.8,0.247,10.5
4940,6,2024-03-10,0.0,33.6,22.9,51.3,0.235,20.5
4941,6,2024-03-11,0.0,32.6,20.9,61.8,0.195,12.9
4942,6,2024-03-12,0.0,33.6,19.5,46.9,0.297,16.6
4943,6,2024-03-13,0.3,37.8,19.1,45.1,0.2,4.7
4944,6,2024-03-14,0.0,36.8,20.1,56.7,0.215,15.0
4945,6,2024-03-15,0.0,37.2,20.0,60.9,0.203,8.8
4946,6,2024-03-16,0.0,36.8,22.0,46.2,0.308,4.5
4947,6,2024-03-17,0.0,37.5,22.6,56.7,0.295,11.8
4948,6,2024-03-18,0.0,33.5,22.6,54.8,0.294,10.0
4949,6,2024-03-19,0.0,33.2,19.1,67.0,0.219,13.9
4950,6,2024-03-20,0.0,34.6,22.5,64.4,0.343,4.3
4951,6,2024-03-21,0.0,35.6,22.6,66.7,0.25,9.0
4952,6,2024-03-22,0.0,32.2,20.2,50.6,0.202,14.9
4953,6,2024-03-23,2.4,33.7,19.7,63.8,0.287,15.2
4954,6,2024-03-24,0.0,37.2,18.1,51.8,0.331,15.0
4955,6,2024-03-25,0.0,36.3,19.1,53.3,0.348,13.8
4956,6,2024-03-26,0.0,34.7,18.1,65.2,0.274,7.6
4957,6,2024-03-27,1.8,32.4,20.2,55.0,0.293,9.1
4958,6,2024-03-28,0.0,34.6,18.4,62.5,0.341,9.6
4959,6,2024-03-29,0.0,32.5,22.1,64.1,0.274,10.8
4960,6,2024-03-30,0.0,33.2,20.5,52.3,0.237,6.6
4961,6,2024-03-31,0.0,34.3,21.6,54.3,0.27,10.5
4962,6,2024-04-01,0.0,43.6,26.7,28.2,0.164,15.4
4963,6,2024-04-02,0.0,45.2,28.9,28.1,0.131,13.4
4964,6,2024-04-03,0.0,42.4,26.6,29.5,0.095,15.2
4965,6,2024-04-04,0.0,43.8,30.5,33.5,0.158,10.0
4966,6,2024-04-05,0.0,44.0,29.2,37.7,0.163,9.0
4967,6,2024-04-06,0.0,44.5,28.2,24.9,0.167,12.5
4968,6,2024-04-07,0.0,44.7,30.4,30.5,0.102,9.0
4969,6,2024-04-08,0.0,43.0,29.5,21.3,0.144,13.7
4970,6,2024-04-09,0.0,42.9,26.1,29.8,0.141,14.0
4971,6,2024-04-10,0.0,41.3,27.0,22.0,0.104,16.1
4972,6,2024-04-11,0.0,46.0,31.0,20.8,0.126,12.7
4973,6,2024-04-12,0.0,42.8,26.1,29.7,0.108,14.5
4974,6,2024-04-13,0.0,46.3,27.6,20.4,0.152,7.9
4975,6,2024-04-14,0.0,44.7,27.2,21.9,0.127,11.4
4976,6,2024-04-15,0.0,45.0,29.0,22.3,0.134,20.0
4977,6,2024-04-16,1.5,44.0,28.8,29.6,0.104,15.5
4978,6,2024-04-17,0.0,45.9,29.3,28.7,0.091,9.0
4979,6,2024-04-18,0.0,44.4,27.1,26.4,0.17,16.5
4980,6,2024-04-19,0.0,45.1,30.4,30.7,0.103,15.6
4981,6,2024-04-20,0.0,44.9,28.8,29.5,0.167,15.4
4982,6,2024-04-21,0.1,41.4,29.7,23.1,0.094,12.5
4983,6,2024-04-22,0.0,42.5,29.4,23.6,0.166,6.9
4984,6,2024-04-23,0.0,46.3,30.3,32.6,0.108,9.8
4985,6,2024-04-24,0.0,42.2,28.7,26.2,0.14,13.6
4986,6,2024-04-25,0.0,42.4,29.1,36.0,0.099,8.6
4987,6,2024-04-26,0.0,41.2,26.1,29.1,0.12,6.8
4988,6,2024-04-27,0.0,41.5,27.4,32.5,0.103,16.6
4989,6,2024-04-28,0.0,44.1,28.6,34.7,0.147,8.4
4990,6,2024-04-29,0.0,45.8,28.5,24.1,0.179,25.8
4991,6,2024-04-30,0.0,43.8,26.4,31.0,0.096,20.1
4992,6,2024-05-01,0.0,45.1,26.6,35.3,0.128,10.8
4993,6,2024-05-02,0.0,42.1,27.3,27.7,0.134,7.9
4994,6,2024-05-03,0.0,44.9,28.3,24.4,0.162,6.5
4995,6,2024-05-04,0.0,44.8,29.7,37.8,0.088,11.4
4996,6,2024-05-05,0.0,43.8,30.6,36.2,0.125,11.8
4997,6,2024-05-06,0.0,42.6,28.7,34.5,0.178,19.3
4998,6,2024-05-07,0.0,43.3,29.8,31.8,0.083,11.4
4999,6,2024-05-08,0.0,43.7,27.8,25.6,0.163,7.2
5000,6,2024-05-09,1.0,41.8,26.8,24.8,0.115,7.9
5001,6,2024-05-10,0.0,43.3,30.0,33.1,0.164,11.0
5002,6,2024-05-11,0.0,42.1,26.7,25.5,0.108,4.7
5003,6,2024-05-12,0.0,41.6,29.8,37.6,0.172,4.8
5004,6,2024-05-13,0.0,45.8,27.4,27.5,0.163,11.0
5005,6,2024-05-14,0.0,43.2,27.5,33.7,0.126,13.3
5006,6,2024-05-15,0.0,45.9,30.4,30.4,0.122,6.6
5007,6,2024-05-16,0.0,44.1,30.8,20.1,0.178,8.9
5008,6,2024-05-17,0.0,43.4,28.9,31.9,0.125,12.5
5009,6,2024-05-18,0.0,42.1,28.6,21.4,0.141,8.9
5010,6,2024-05-19,0.0,42.5,30.6,29.9,0.082,14.5
5011,6,2024-05-20,0.0,46.1,27.8,27.1,0.175,11.2
5012,6,2024-05-21,0.0,41.9,29.3,32.8,0.117,15.4
5013,6,2024-05-22,0.0,42.2,30.5,27.6,0.168,13.6
5014,6,2024-05-23,0.0,44.2,26.5,24.4,0.086,11.6
5015,6,2024-05-24,0.0,46.1,28.8,37.3,0.12,9.1
5016,6,2024-05-25,0.0,42.9,26.1,20.7,0.139,3.7
5017,6,2024-05-26,0.0,42.4,30.6,35.2,0.179,12.5
5018,6,2024-05-27,0.0,44.9,26.7,33.9,0.103,13.1
5019,6,2024-05-28,0.0,45.9,27.3,30.8,0.132,5.0
5020,6,2024-05-29,0.0,45.7,30.6,20.4,0.171,7.0
5021,6,2024-05-30,0.0,42.4,29.3,24.8,0.105,14.9
5022,6,2024-05-31,0.0,41.2,30.1,33.5,0.097,4.5
5023,6,2024-06-01,0.0,37.5,18.1,52.8,0.186,17.1
5024,6,2024-06-02,25.0,38.0,19.6,63.5,0.258,5.5
5025,6,2024-06-03,0.0,32.4,23.6,69.9,0.293,10.3
5026,6,2024-06-04,26.7,37.3,23.3,68.2,0.243,12.6
5027,6,2024-06-05,0.0,37.0,19.0,47.2,0.294,13.4
5028,6,2024-06-06,0.0,37.4,20.5,50.2,0.227,10.4
5029,6,2024-06-07,0.0,37.0,18.3,51.2,0.191,14.3
5030,6,2024-06-08,0.0,33.9,23.6,53.1,0.251,10.4
5031,6,2024-06-09,34.3,33.2,18.3,68.5,0.339,13.2
5032,6,2024-06-10,30.3,36.1,21.8,69.5,0.303,3.9
5033,6,2024-06-11,14.5,33.8,23.7,60.5,0.211,12.8
5034,6,2024-06-12,24.9,32.1,18.1,60.0,0.213,8.6
5035,6,2024-06-13,0.0,35.7,24.0,64.3,0.266,10.2
5036,6,2024-06-14,0.0,32.5,23.7,61.1,0.335,7.0
5037,6,2024-06-15,0.0,36.4,21.2,60.9,0.258,14.7
5038,6,2024-06-16,0.0,35.7,19.7,62.4,0.278,16.2
5039,6,2024-06-17,0.0,34.5,20.9,64.9,0.24,16.2
5040,6,2024-06-18,0.0,32.4,23.4,53.3,0.317,4.8
5041,6,2024-06-19,0.0,34.1,19.2,58.0,0.212,20.9
5042,6,2024-06-20,0.0,36.8,23.5,48.8,0.206,8.7
5043,6,2024-06-21,0.0,32.5,21.6,61.6,0.296,10.8
5044,6,2024-06-22,0.0,35.6,23.1,56.9,0.191,17.1
5045,6,2024-06-23,0.0,37.9,22.0,70.0,0.347,13.8
5046,6,2024-06-24,0.0,36.7,23.9,53.1,0.326,12.3
5047,6,2024-06-25,0.0,32.0,21.7,48.6,0.323,18.9
5048,6,2024-06-26,0.0,32.4,20.2,51.5,0.299,12.2
5049,6,2024-06-27,7.3,34.2,18.7,58.8,0.185,7.4
5050,6,2024-06-28,4.2,35.2,20.4,46.9,0.249,7.5
5051,6,2024-06-29,0.0,33.7,21.2,60.8,0.295,14.2
5052,6,2024-06-30,0.0,35.7,18.9,55.0,0.289,15.2
5053,6,2024-07-01,33.7,29.0,24.0,93.4,0.667,13.1
5054,6,2024-07-02,41.9,32.3,24.8,86.4,0.719,20.4
5055,6,2024-07-03,1.1,31.3,23.2,78.1,0.457,17.9
5056,6,2024-07-04,41.7,31.8,24.8,90.5,0.718,10.1
5057,6,2024-07-05,46.8,31.8,25.6,84.4,0.751,12.1
5058,6,2024-07-06,0.4,29.5,24.3,93.4,0.453,18.0
5059,6,2024-07-07,0.7,32.4,23.3,91.3,0.455,12.1
5060,6,2024-07-08,0.6,32.4,23.1,93.2,0.454,13.2
5061,6,2024-07-09,22.2,32.3,25.0,82.2,0.593,5.2
5062,6,2024-07-10,0.5,31.9,23.3,91.6,0.453,14.8
5063,6,2024-07-11,26.6,32.1,24.5,97.8,0.621,12.2
5064,6,2024-07-12,2.4,31.5,23.4,82.6,0.465,9.5
5065,6,2024-07-13,38.5,28.3,23.6,97.6,0.698,9.6
5066,6,2024-07-14,46.0,29.9,24.6,100.0,0.746,6.0
5067,6,2024-07-15,2.1,29.8,25.3,83.9,0.464,17.7
5068,6,2024-07-16,77.1,30.2,23.2,92.3,0.946,12.9
5069,6,2024-07-17,18.4,30.0,25.1,92.8,0.568,6.8
5070,6,2024-07-18,1.7,32.6,25.9,77.0,0.461,15.8
5071,6,2024-07-19,2.2,32.3,24.0,93.9,0.464,5.8
5072,6,2024-07-20,1.4,28.7,23.9,95.8,0.459,2.0
5073,6,2024-07-21,0.7,31.1,25.1,82.5,0.455,14.2
5074,6,2024-07-22,59.2,29.0,23.2,98.2,0.831,14.3
5075,6,2024-07-23,1.6,31.5,25.0,87.4,0.46,2.7
5076,6,2024-07-24,54.9,32.1,23.9,90.6,0.803,16.1
5077,6,2024-07-25,2.6,31.1,23.9,76.8,0.467,8.4
5078,6,2024-07-26,41.2,30.9,25.6,90.2,0.715,2.0
5079,6,2024-07-27,38.1,31.0,23.6,88.8,0.695,10.6
5080,6,2024-07-28,77.1,29.7,23.7,99.6,0.946,3.6
5081,6,2024-07-29,20.6,28.2,25.0,81.3,0.582,7.8
5082,6,2024-07-30,2.7,30.5,25.2,92.6,0.467,17.2
5083,6,2024-07-31,64.3,30.5,23.7,93.3,0.863,8.5
5084,6,2024-08-01,88.7,30.8,24.9,100.0,1.0,7.6
5085,6,2024-08-02,1.2,29.0,23.7,95.8,0.458,19.1
5086,6,2024-08-03,57.8,29.2,25.6,98.0,0.822,12.9
5087,6,2024-08-04,36.3,28.6,23.3,89.4,0.683,3.1
5088,6,2024-08-05,2.1,28.1,23.9,75.7,0.464,12.8
5089,6,2024-08-06,100.8,29.8,25.0,100.0,1.0,17.0
5090,6,2024-08-07,93.0,28.3,24.5,100.0,1.0,13.9
5091,6,2024-08-08,0.0,32.4,23.8,89.7,0.45,16.3
5092,6,2024-08-09,0.6,31.8,24.7,87.8,0.454,2.0
5093,6,2024-08-10,0.2,29.0,24.3,90.3,0.451,19.3
5094,6,2024-08-11,13.5,31.5,24.6,86.4,0.537,10.8
5095,6,2024-08-12,55.8,28.4,23.0,96.8,0.809,12.7
5096,6,2024-08-13,58.2,28.2,24.3,89.2,0.824,6.5
5097,6,2024-08-14,1.1,32.0,23.8,83.5,0.457,10.6
5098,6,2024-08-15,56.6,30.6,24.3,100.0,0.814,12.5
5099,6,2024-08-16,1.6,32.9,25.5,86.7,0.46,15.8
5100,6,2024-08-17,125.0,28.6,23.1,100.0,1.0,14.4
5101,6,2024-08-18,75.1,30.3,25.5,94.1,0.933,10.1
5102,6,2024-08-19,15.4,32.5,25.3,83.8,0.549,13.0
5103,6,2024-08-20,1.5,29.9,23.5,89.0,0.46,8.6
5104,6,2024-08-21,2.8,28.5,24.6,81.0,0.468,9.6
5105,6,2024-08-22,1.7,30.1,24.4,93.5,0.461,8.5
5106,6,2024-08-23,29.5,29.6,24.9,93.4,0.64,9.8
5107,6,2024-08-24,2.6,28.7,25.5,95.6,0.467,12.9
5108,6,2024-08-25,26.2,32.6,25.8,88.9,0.618,17.8
5109,6,2024-08-26,14.9,30.7,25.3,97.6,0.546,18.4
5110,6,2024-08-27,50.3,29.0,25.3,93.4,0.773,20.1
5111,6,2024-08-28,2.4,30.4,24.2,95.2,0.465,13.8
5112,6,2024-08-29,109.0,31.9,24.4,100.0,1.0,9.0
5113,6,2024-08-30,106.1,28.9,24.0,100.0,1.0,15.9
5114,6,2024-08-31,29.0,30.0,24.8,100.0,0.636,14.4
5115,6,2024-09-01,0.0,34.0,18.3,49.1,0.216,11.7
5116,6,2024-09-02,25.3,37.0,20.4,52.3,0.213,2.1
5117,6,2024-09-03,0.0,34.7,18.8,64.8,0.232,12.9
5118,6,2024-09-04,0.0,35.0,21.9,51.5,0.25,2.6
5119,6,2024-09-05,0.0,35.5,19.3,47.9,0.335,9.9
5120,6,2024-09-06,33.2,36.8,22.2,58.9,0.329,15.7
5121,6,2024-09-07,0.0,34.2,21.7,50.9,0.306,4.9
5122,6,2024-09-08,23.0,34.2,23.7,63.2,0.196,19.7
5123,6,2024-09-09,13.7,33.6,18.2,52.6,0.316,7.0
5124,6,2024-09-10,0.0,36.6,22.1,47.7,0.302,11.7
5125,6,2024-09-11,0.0,33.4,20.1,64.4,0.348,6.6
5126,6,2024-09-12,0.0,35.3,19.7,48.1,0.259,2.4
5127,6,2024-09-13,0.0,35.8,18.9,48.7,0.22,14.1
5128,6,2024-09-14,0.0,36.8,18.3,62.0,0.232,11.3
5129,6,2024-09-15,27.5,36.0,19.1,56.0,0.26,27.4
5130,6,2024-09-16,0.0,32.3,19.0,66.3,0.22,5.3
5131,6,2024-09-17,0.0,35.7,21.8,59.6,0.321,10.9
5132,6,2024-09-18,18.9,32.2,19.8,64.3,0.328,12.0
5133,6,2024-09-19,0.0,37.9,23.3,47.8,0.326,10.7
5134,6,2024-09-20,0.0,36.2,19.9,55.2,0.298,10.9
5135,6,2024-09-21,34.2,33.2,23.0,49.9,0.327,13.8
5136,6,2024-09-22,0.0,32.6,23.6,68.2,0.3,14.6
5137,6,2024-09-23,0.0,32.7,19.4,69.3,0.189,14.5
5138,6,2024-09-24,0.0,34.2,21.7,61.1,0.185,8.0
5139,6,2024-09-25,0.0,33.7,22.9,65.6,0.34,13.3
5140,6,2024-09-26,41.3,36.7,19.4,50.8,0.346,11.8
5141,6,2024-09-27,35.1,33.8,21.5,51.1,0.234,16.1
5142,6,2024-09-28,0.0,36.5,22.2,67.6,0.216,15.4
5143,6,2024-09-29,0.0,37.5,21.2,64.5,0.307,13.4
5144,6,2024-09-30,8.2,36.7,23.1,64.8,0.223,12.6
5145,6,2024-10-01,0.0,36.6,20.8,56.1,0.22,9.6
5146,6,2024-10-02,0.0,34.9,19.0,47.9,0.214,15.9
5147,6,2024-10-03,0.0,33.1,23.7,57.5,0.322,7.2
5148,6,2024-10-04,0.0,33.5,22.0,55.4,0.254,11.1
5149,6,2024-10-05,9.5,36.5,22.7,47.4,0.307,9.7
5150,6,2024-10-06,0.0,33.9,19.2,68.8,0.311,8.0
5151,6,2024-10-07,3.3,37.2,22.7,54.0,0.255,9.2
5152,6,2024-10-08,0.0,32.2,20.7,46.3,0.313,13.3
5153,6,2024-10-09,0.0,37.6,24.0,46.5,0.215,16.1
5154,6,2024-10-10,0.0,36.8,20.0,47.9,0.206,8.7
5155,6,2024-10-11,0.0,37.0,19.8,53.5,0.204,16.8
5156,6,2024-10-12,0.0,33.2,23.9,54.9,0.318,4.5
5157,6,2024-10-13,0.0,37.5,19.3,59.4,0.308,13.2
5158,6,2024-10-14,0.0,34.3,22.9,55.0,0.342,9.3
5159,6,2024-10-15,2.1,34.5,19.6,58.3,0.235,8.0
5160,6,2024-10-16,0.0,37.9,19.9,61.8,0.288,9.5
5161,6,2024-10-17,0.0,36.6,18.3,59.7,0.235,12.3
5162,6,2024-10-18,0.0,36.9,23.4,64.1,0.255,15.2
5163,6,2024-10-19,0.0,36.1,19.2,50.3,0.235,3.4
5164,6,2024-10-20,0.0,33.2,20.9,61.9,0.312,8.5
5165,6,2024-10-21,0.0,34.9,22.7,52.3,0.304,18.4
5166,6,2024-10-22,0.0,32.4,23.0,47.2,0.18,10.0
5167,6,2024-10-23,0.0,33.9,22.8,54.2,0.212,16.5
5168,6,2024-10-24,0.0,33.2,18.3,47.8,0.335,12.7
5169,6,2024-10-25,0.0,33.4,23.1,62.9,0.18,8.8
5170,6,2024-10-26,0.0,36.9,21.7,56.9,0.349,17.4
5171,6,2024-10-27,0.0,35.8,18.3,67.6,0.267,3.2
5172,6,2024-10-28,0.0,37.6,18.3,63.0,0.218,8.1
5173,6,2024-10-29,0.0,33.0,21.3,68.3,0.243,2.0
5174,6,2024-10-30,0.1,36.8,22.0,45.3,0.267,3.0
5175,6,2024-10-31,0.0,34.4,19.9,63.4,0.255,8.1
5176,6,2024-11-01,0.0,35.5,20.4,48.7,0.256,6.1
5177,6,2024-11-02,3.1,33.8,18.0,65.9,0.274,10.6
5178,6,2024-11-03,0.0,37.2,21.4,66.3,0.254,2.9
5179,6,2024-11-04,0.0,35.5,23.4,66.0,0.233,12.6
5180,6,2024-11-05,0.0,36.2,21.4,65.0,0.219,14.3
5181,6,2024-11-06,0.0,33.7,20.2,53.8,0.186,5.4
5182,6,2024-11-07,0.0,37.1,19.7,55.3,0.294,10.5
5183,6,2024-11-08,0.0,35.8,23.2,55.9,0.274,12.4
5184,6,2024-11-09,0.0,36.1,18.7,57.5,0.184,11.7
5185,6,2024-11-10,0.0,37.5,20.5,53.3,0.338,10.2
5186,6,2024-11-11,0.0,33.4,22.8,66.8,0.273,7.6
5187,6,2024-11-12,0.0,34.2,22.3,59.3,0.305,14.0
5188,6,2024-11-13,0.0,35.4,22.4,47.2,0.294,2.2
5189,6,2024-11-14,0.0,37.4,23.2,65.0,0.206,8.9
5190,6,2024-11-15,0.0,32.7,21.9,52.1,0.31,12.6
5191,6,2024-11-16,0.0,32.5,20.2,57.2,0.302,7.9
5192,6,2024-11-17,0.0,36.1,21.9,53.9,0.33,12.3
5193,6,2024-11-18,0.0,32.9,20.8,47.2,0.323,6.2
5194,6,2024-11-19,0.0,34.1,21.9,62.3,0.327,17.5
5195,6,2024-11-20,0.0,34.9,22.3,61.4,0.285,12.3
5196,6,2024-11-21,0.0,32.9,20.4,69.8,0.296,13.3
5197,6,2024-11-22,0.0,35.0,18.3,45.6,0.185,17.7
5198,6,2024-11-23,0.0,33.6,19.0,56.3,0.329,16.2
5199,6,2024-11-24,0.0,36.9,23.3,59.7,0.262,14.4
5200,6,2024-11-25,0.0,32.7,23.3,50.9,0.321,11.2
5201,6,2024-11-26,0.0,34.6,20.9,52.9,0.222,19.6
5202,6,2024-11-27,0.0,35.7,20.1,52.4,0.348,17.7
5203,6,2024-11-28,0.0,35.5,21.5,67.3,0.317,9.3
5204,6,2024-11-29,0.0,37.4,23.9,54.9,0.236,19.1
5205,6,2024-11-30,0.0,34.6,21.8,59.4,0.194,9.2
5206,6,2024-12-01,0.0,28.5,11.1,47.6,0.21,14.2
5207,6,2024-12-02,0.0,28.2,13.7,42.2,0.213,3.0
5208,6,2024-12-03,0.0,27.9,14.2,47.5,0.25,12.3
5209,6,2024-12-04,0.0,27.0,13.4,61.2,0.244,12.0
5210,6,2024-12-05,0.0,27.6,11.7,40.1,0.251,23.1
5211,6,2024-12-06,0.0,29.3,12.6,60.3,0.182,15.5
5212,6,2024-12-07,0.0,26.5,14.3,45.9,0.252,16.3
5213,6,2024-12-08,0.0,26.5,9.5,45.6,0.22,5.4
5214,6,2024-12-09,0.0,26.5,11.9,57.0,0.194,12.7
5215,6,2024-12-10,0.0,27.7,14.3,46.0,0.219,19.8
5216,6,2024-12-11,0.0,26.3,13.9,51.6,0.246,13.5
5217,6,2024-12-12,0.0,30.0,10.5,40.3,0.155,5.1
5218,6,2024-12-13,0.0,28.0,13.5,54.0,0.168,16.9
5219,6,2024-12-14,0.0,27.7,10.6,49.9,0.198,6.8
5220,6,2024-12-15,0.0,29.8,11.9,49.7,0.165,9.6
5221,6,2024-12-16,0.0,29.6,14.2,61.0,0.24,20.1
5222,6,2024-12-17,0.0,29.0,13.1,43.9,0.171,2.0
5223,6,2024-12-18,0.0,28.3,13.5,40.6,0.166,13.6
5224,6,2024-12-19,0.0,30.2,9.4,41.3,0.193,15.3
5225,6,2024-12-20,0.0,28.1,9.2,56.7,0.268,11.4
5226,6,2024-12-21,0.0,27.1,11.3,46.5,0.204,17.2
5227,6,2024-12-22,0.0,26.4,13.5,60.8,0.278,11.7
5228,6,2024-12-23,0.0,27.9,14.1,58.7,0.18,4.9
5229,6,2024-12-24,0.0,30.4,11.3,40.6,0.239,13.3
5230,6,2024-12-25,0.0,26.2,9.0,46.6,0.165,19.9
5231,6,2024-12-26,0.0,29.7,9.3,58.9,0.199,17.8
5232,6,2024-12-27,0.0,27.5,12.2,60.5,0.165,15.2
5233,6,2024-12-28,0.0,27.3,9.7,45.4,0.23,13.7
5234,6,2024-12-29,1.6,30.1,11.5,49.4,0.179,9.0
5235,6,2024-12-30,0.0,30.4,12.5,43.5,0.261,10.8
5236,6,2024-12-31,0.0,29.6,12.4,52.8,0.192,13.8
5237,6,2025-01-01,0.0,26.5,14.0,58.0,0.165,10.1
5238,6,2025-01-02,0.0,29.0,9.1,41.6,0.263,19.6
5239,6,2025-01-03,0.0,28.5,10.9,47.7,0.2,8.5
5240,6,2025-01-04,0.0,30.1,9.0,60.3,0.189,16.1
5241,6,2025-01-05,0.2,26.9,9.7,58.6,0.205,7.1
5242,6,2025-01-06,0.0,27.3,13.3,45.2,0.205,7.1
5243,6,2025-01-07,0.0,26.9,14.4,43.1,0.262,13.0
5244,6,2025-01-08,0.0,28.3,11.2,45.1,0.173,7.5
5245,6,2025-01-09,0.0,27.8,10.5,56.0,0.244,9.9
5246,6,2025-01-10,0.0,26.7,9.6,53.3,0.205,10.9
5247,6,2025-01-11,0.0,28.0,10.8,46.4,0.192,13.3
5248,6,2025-01-12,0.0,26.9,12.1,51.8,0.269,6.2
5249,6,2025-01-13,0.0,28.4,11.4,45.0,0.264,11.5
5250,6,2025-01-14,1.4,29.0,10.3,45.9,0.195,18.5
5251,6,2025-01-15,0.0,29.9,11.2,48.2,0.162,10.6
5252,6,2025-01-16,0.0,26.1,10.0,58.1,0.258,9.8
5253,6,2025-01-17,0.0,27.6,12.8,60.0,0.25,14.3
5254,6,2025-01-18,0.0,26.5,9.6,60.3,0.167,7.0
5255,6,2025-01-19,0.0,26.9,11.5,45.4,0.193,13.6
5256,6,2025-01-20,0.0,29.7,13.9,59.0,0.274,17.6
5257,6,2025-01-21,1.2,26.0,11.6,52.9,0.277,5.6
5258,6,2025-01-22,0.0,29.2,11.0,49.5,0.153,14.5
5259,6,2025-01-23,0.0,26.9,13.4,57.3,0.151,6.6
5260,6,2025-01-24,0.0,29.9,12.4,42.2,0.165,12.2
5261,6,2025-01-25,1.8,29.6,9.3,54.5,0.175,11.8
5262,6,2025-01-26,0.0,26.9,11.7,60.1,0.27,11.8
5263,6,2025-01-27,0.0,30.5,14.1,55.4,0.232,11.7
5264,6,2025-01-28,0.0,30.0,10.9,46.5,0.215,6.3
5265,6,2025-01-29,0.0,28.6,12.0,44.1,0.161,14.0
5266,6,2025-01-30,0.0,27.2,13.8,43.8,0.262,11.6
5267,6,2025-01-31,0.0,28.8,12.4,55.0,0.26,2.0
5268,6,2025-02-01,0.0,33.9,19.7,59.3,0.344,13.5
5269,6,2025-02-02,0.0,36.4,21.3,60.7,0.246,8.7
5270,6,2025-02-03,0.0,36.7,22.3,60.0,0.192,12.5
5271,6,2025-02-04,0.0,32.8,20.0,52.0,0.27,20.8
5272,6,2025-02-05,0.0,32.8,20.0,48.0,0.23,14.4
5273,6,2025-02-06,0.0,36.4,22.5,54.3,0.34,15.4
5274,6,2025-02-07,0.0,36.3,20.7,54.1,0.269,15.9
5275,6,2025-02-08,0.0,32.2,18.5,62.3,0.271,16.0
5276,6,2025-02-09,0.0,33.5,20.4,63.3,0.277,7.5
5277,6,2025-02-10,0.0,35.2,18.7,68.3,0.326,4.1
5278,6,2025-02-11,0.0,36.4,22.0,66.2,0.24,7.6
5279,6,2025-02-12,0.0,33.6,18.7,53.6,0.215,9.8
5280,6,2025-02-13,0.0,35.8,23.0,67.5,0.322,22.0
5281,6,2025-02-14,2.5,35.4,20.7,68.1,0.329,23.5
5282,6,2025-02-15,0.0,35.1,21.6,55.9,0.224,5.5
5283,6,2025-02-16,0.0,36.7,21.4,58.2,0.295,14.2
5284,6,2025-02-17,0.0,34.0,21.1,46.7,0.228,7.4
5285,6,2025-02-18,0.5,38.0,19.2,56.4,0.306,15.4
5286,6,2025-02-19,0.0,35.5,23.6,69.4,0.208,18.4
5287,6,2025-02-20,0.0,34.1,22.6,45.0,0.233,17.6
5288,6,2025-02-21,0.0,36.2,20.2,59.9,0.311,8.6
5289,6,2025-02-22,0.0,35.8,20.4,51.6,0.192,20.1
5290,6,2025-02-23,0.0,38.0,18.3,62.5,0.22,7.1
5291,6,2025-02-24,0.0,37.0,21.1,65.1,0.198,16.9
5292,6,2025-02-25,0.0,36.7,23.9,63.1,0.346,16.9
5293,6,2025-02-26,0.0,35.5,20.1,50.9,0.19,11.3
5294,6,2025-02-27,0.0,33.0,21.8,53.8,0.262,12.2
5295,6,2025-02-28,0.0,32.6,23.6,55.5,0.316,5.7
5296,6,2025-03-01,0.0,35.8,18.5,47.9,0.181,8.4
5297,6,2025-03-02,0.0,37.7,22.0,58.0,0.189,18.6
5298,6,2025-03-03,0.8,36.2,21.4,52.2,0.218,21.8
5299,6,2025-03-04,0.0,36.2,20.2,57.1,0.333,10.3
